V,,,=C30+E29,=D30+F29,=E30-F30,=F30-E30,"=IFS(AND(C30>0,G29=0),I29+C30,AND(C30>0,G29>0),I29+C30,AND(C30>0,G29<0),I29+C30*M29/H29,AND(C30=0,G29=0),O30/(J29+D30),AND(C30=0,G29>0),O30/(J29+D30*N29/G29),AND(C30=0,G29<0),O30/(J29+D30))","=IFS(AND(D30>0,H29=0),J29+D30,AND(D30>0,H29>0),J29+D30,AND(D30>0,H29<0),J29+D30*N29/G29,AND(D30=0,H29=0),O30/(I29+C30),AND(D30=0,H29>0),O30/(I29+C30*M29/H29),AND(D30=0,H29<0),O30/(I29+C30))","=IF(I30>=$I$8,0,I29-I30)","=IF(J30>=$J$8,0,J29-J30)","=IF(I30>=$I$8,0,I$8-I30)","=IF(J30>=$J$8,0,J$8-J30)",=O29,=(I29+J29)/I29,=(I29+J29)/J29,"=IF(C30>0,1+(J29-J30)/(C30)*(1-R$5),"""")","=IF(D30>0,1+(I29-I30)/(D30)*(1-S$5),"""")","=IF(C30>0,C30*R30,"""")","=IF(D30>0,D30*S30,"""")","=IF(C30>0,(J29-J30)*R$5,"""")","=IF(D30>0,(I29-I30)*S$5,"""")","=IF(R31>0,X31,P30)","=IF(S31>0,Y31,Q30)",,
Y,,,=C31+E30,=D31+F30,=E31-F31,=F31-E31,"=IFS(AND(C31>0,G30=0),I30+C31,AND(C31>0,G30>0),I30+C31,AND(C31>0,G30<0),I30+C31*M30/H30,AND(C31=0,G30=0),O31/(J30+D31),AND(C31=0,G30>0),O31/(J30+D31*N30/G30),AND(C31=0,G30<0),O31/(J30+D31))","=IFS(AND(D31>0,H30=0),J30+D31,AND(D31>0,H30>0),J30+D31,AND(D31>0,H30<0),J30+D31*N30/G30,AND(D31=0,H30=0),O31/(I30+C31),AND(D31=0,H30>0),O31/(I30+C31*M30/H30),AND(D31=0,H30<0),O31/(I30+C31))","=IF(I31>=$I$8,0,I30-I31)","=IF(J31>=$J$8,0,J30-J31)","=IF(I31>=$I$8,0,I$8-I31)","=IF(J31>=$J$8,0,J$8-J31)",=O30,=(I30+J30)/I30,=(I30+J30)/J30,"=IF(C31>0,1+(J30-J31)/(C31)*(1-R$5),"""")","=IF(D31>0,1+(I30-I31)/(D31)*(1-S$5),"""")","=IF(C31>0,C31*R31,"""")","=IF(D31>0,D31*S31,"""")","=IF(C31>0,(J30-J31)*R$5,"""")","=IF(D31>0,(I30-I31)*S$5,"""")","=IF(R32>0,X32,P31)","=IF(S32>0,Y32,Q31)",,
Z,,,=C32+E31,=D32+F31,=E32-F32,=F32-E32,"=IFS(AND(C32>0,G31=0),I31+C32,AND(C32>0,G31>0),I31+C32,AND(C32>0,G31<0),I31+C32*M31/H31,AND(C32=0,G31=0),O32/(J31+D32),AND(C32=0,G31>0),O32/(J31+D32*N31/G31),AND(C32=0,G31<0),O32/(J31+D32))","=IFS(AND(D32>0,H31=0),J31+D32,AND(D32>0,H31>0),J31+D32,AND(D32>0,H31<0),J31+D32*N31/G31,AND(D32=0,H31=0),O32/(I31+C32),AND(D32=0,H31>0),O32/(I31+C32*M31/H31),AND(D32=0,H31<0),O32/(I31+C32))","=IF(I32>=$I$8,0,I31-I32)","=IF(J32>=$J$8,0,J31-J32)","=IF(I32>=$I$8,0,I$8-I32)","=IF(J32>=$J$8,0,J$8-J32)",=O31,=(I31+J31)/I31,=(I31+J31)/J31,"=IF(C32>0,1+(J31-J32)/(C32)*(1-R$5),"""")","=IF(D32>0,1+(I31-I32)/(D32)*(1-S$5),"""")","=IF(C32>0,C32*R32,"""")","=IF(D32>0,D32*S32,"""")","=IF(C32>0,(J31-J32)*R$5,"""")","=IF(D32>0,(I31-I32)*S$5,"""")","=IF(R33>0,X33,P32)","=IF(S33>0,Y33,Q32)",,
AA,,,=C33+E32,=D33+F32,=E33-F33,=F33-E33,"=IFS(AND(C33>0,G32=0),I32+C33,AND(C33>0,G32>0),I32+C33,AND(C33>0,G32<0),I32+C33*M32/H32,AND(C33=0,G32=0),O33/(J32+D33),AND(C33=0,G32>0),O33/(J32+D33*N32/G32),AND(C33=0,G32<0),O33/(J32+D33))","=IFS(AND(D33>0,H32=0),J32+D33,AND(D33>0,H32>0),J32+D33,AND(D33>0,H32<0),J32+D33*N32/G32,AND(D33=0,H32=0),O33/(I32+C33),AND(D33=0,H32>0),O33/(I32+C33*M32/H32),AND(D33=0,H32<0),O33/(I32+C33))","=IF(I33>=$I$8,0,I32-I33)","=IF(J33>=$J$8,0,J32-J33)","=IF(I33>=$I$8,0,I$8-I33)","=IF(J33>=$J$8,0,J$8-J33)",=O32,=(I32+J32)/I32,=(I32+J32)/J32,"=IF(C33>0,1+(J32-J33)/(C33)*(1-R$5),"""")","=IF(D33>0,1+(I32-I33)/(D33)*(1-S$5),"""")","=IF(C33>0,C33*R33,"""")","=IF(D33>0,D33*S33,"""")","=IF(C33>0,(J32-J33)*R$5,"""")","=IF(D33>0,(I32-I33)*S$5,"""")","=IF(R34>0,X34,P33)","=IF(S34>0,Y34,Q33)",,
AB,,,=C34+E33,=D34+F33,=E34-F34,=F34-E34,"=IFS(AND(C34>0,G33=0),I33+C34,AND(C34>0,G33>0),I33+C34,AND(C34>0,G33<0),I33+C34*M33/H33,AND(C34=0,G33=0),O34/(J33+D34),AND(C34=0,G33>0),O34/(J33+D34*N33/G33),AND(C34=0,G33<0),O34/(J33+D34))","=IFS(AND(D34>0,H33=0),J33+D34,AND(D34>0,H33>0),J33+D34,AND(D34>0,H33<0),J33+D34*N33/G33,AND(D34=0,H33=0),O34/(I33+C34),AND(D34=0,H33>0),O34/(I33+C34*M33/H33),AND(D34=0,H33<0),O34/(I33+C34))","=IF(I34>=$I$8,0,I33-I34)","=IF(J34>=$J$8,0,J33-J34)","=IF(I34>=$I$8,0,I$8-I34)","=IF(J34>=$J$8,0,J$8-J34)",=O33,=(I33+J33)/I33,=(I33+J33)/J33,"=IF(C34>0,1+(J33-J34)/(C34)*(1-R$5),"""")","=IF(D34>0,1+(I33-I34)/(D34)*(1-S$5),"""")","=IF(C34>0,C34*R34,"""")","=IF(D34>0,D34*S34,"""")","=IF(C34>0,(J33-J34)*R$5,"""")","=IF(D34>0,(I33-I34)*S$5,"""")","=IF(R35>0,X35,P34)","=IF(S35>0,Y35,Q34)",,
AC,,,=C35+E34,=D35+F34,=E35-F35,=F35-E35,"=IFS(AND(C35>0,G34=0),I34+C35,AND(C35>0,G34>0),I34+C35,AND(C35>0,G34<0),I34+C35*M34/H34,AND(C35=0,G34=0),O35/(J34+D35),AND(C35=0,G34>0),O35/(J34+D35*N34/G34),AND(C35=0,G34<0),O35/(J34+D35))","=IFS(AND(D35>0,H34=0),J34+D35,AND(D35>0,H34>0),J34+D35,AND(D35>0,H34<0),J34+D35*N34/G34,AND(D35=0,H34=0),O35/(I34+C35),AND(D35=0,H34>0),O35/(I34+C35*M34/H34),AND(D35=0,H34<0),O35/(I34+C35))","=IF(I35>=$I$8,0,I34-I35)","=IF(J35>=$J$8,0,J34-J35)","=IF(I35>=$I$8,0,I$8-I35)","=IF(J35>=$J$8,0,J$8-J35)",=O34,=(I34+J34)/I34,=(I34+J34)/J34,"=IF(C35>0,1+(J34-J35)/(C35)*(1-R$5),"""")","=IF(D35>0,1+(I34-I35)/(D35)*(1-S$5),"""")","=IF(C35>0,C35*R35,"""")","=IF(D35>0,D35*S35,"""")","=IF(C35>0,(J34-J35)*R$5,"""")","=IF(D35>0,(I34-I35)*S$5,"""")","=IF(R36>0,X36,P35)","=IF(S36>0,Y36,Q35)",,
AD,,,=C36+E35,=D36+F35,=E36-F36,=F36-E36,"=IFS(AND(C36>0,G35=0),I35+C36,AND(C36>0,G35>0),I35+C36,AND(C36>0,G35<0),I35+C36*M35/H35,AND(C36=0,G35=0),O36/(J35+D36),AND(C36=0,G35>0),O36/(J35+D36*N35/G35),AND(C36=0,G35<0),O36/(J35+D36))","=IFS(AND(D36>0,H35=0),J35+D36,AND(D36>0,H35>0),J35+D36,AND(D36>0,H35<0),J35+D36*N35/G35,AND(D36=0,H35=0),O36/(I35+C36),AND(D36=0,H35>0),O36/(I35+C36*M35/H35),AND(D36=0,H35<0),O36/(I35+C36))","=IF(I36>=$I$8,0,I35-I36)","=IF(J36>=$J$8,0,J35-J36)","=IF(I36>=$I$8,0,I$8-I36)","=IF(J36>=$J$8,0,J$8-J36)",=O35,=(I35+J35)/I35,=(I35+J35)/J35,"=IF(C36>0,1+(J35-J36)/(C36)*(1-R$5),"""")","=IF(D36>0,1+(I35-I36)/(D36)*(1-S$5),"""")","=IF(C36>0,C36*R36,"""")","=IF(D36>0,D36*S36,"""")","=IF(C36>0,(J35-J36)*R$5,"""")","=IF(D36>0,(I35-I36)*S$5,"""")","=IF(R37>0,X37,P36)","=IF(S37>0,Y37,Q36)",,
AE,,,=C37+E36,=D37+F36,=E37-F37,=F37-E37,"=IFS(AND(C37>0,G36=0),I36+C37,AND(C37>0,G36>0),I36+C37,AND(C37>0,G36<0),I36+C37*M36/H36,AND(C37=0,G36=0),O37/(J36+D37),AND(C37=0,G36>0),O37/(J36+D37*N36/G36),AND(C37=0,G36<0),O37/(J36+D37))","=IFS(AND(D37>0,H36=0),J36+D37,AND(D37>0,H36>0),J36+D37,AND(D37>0,H36<0),J36+D37*N36/G36,AND(D37=0,H36=0),O37/(I36+C37),AND(D37=0,H36>0),O37/(I36+C37*M36/H36),AND(D37=0,H36<0),O37/(I36+C37))","=IF(I37>=$I$8,0,I36-I37)","=IF(J37>=$J$8,0,J36-J37)","=IF(I37>=$I$8,0,I$8-I37)","=IF(J37>=$J$8,0,J$8-J37)",=O36,=(I36+J36)/I36,=(I36+J36)/J36,"=IF(C37>0,1+(J36-J37)/(C37)*(1-R$5),"""")","=IF(D37>0,1+(I36-I37)/(D37)*(1-S$5),"""")","=IF(C37>0,C37*R37,"""")","=IF(D37>0,D37*S37,"""")","=IF(C37>0,(J36-J37)*R$5,"""")","=IF(D37>0,(I36-I37)*S$5,"""")","=IF(R38>0,X38,P37)","=IF(S38>0,Y38,Q37)",,
AF,,,=C38+E37,=D38+F37,=E38-F38,=F38-E38,"=IFS(AND(C38>0,G37=0),I37+C38,AND(C38>0,G37>0),I37+C38,AND(C38>0,G37<0),I37+C38*M37/H37,AND(C38=0,G37=0),O38/(J37+D38),AND(C38=0,G37>0),O38/(J37+D38*N37/G37),AND(C38=0,G37<0),O38/(J37+D38))","=IFS(AND(D38>0,H37=0),J37+D38,AND(D38>0,H37>0),J37+D38,AND(D38>0,H37<0),J37+D38*N37/G37,AND(D38=0,H37=0),O38/(I37+C38),AND(D38=0,H37>0),O38/(I37+C38*M37/H37),AND(D38=0,H37<0),O38/(I37+C38))","=IF(I38>=$I$8,0,I37-I38)","=IF(J38>=$J$8,0,J37-J38)","=IF(I38>=$I$8,0,I$8-I38)","=IF(J38>=$J$8,0,J$8-J38)",=O37,=(I37+J37)/I37,=(I37+J37)/J37,"=IF(C38>0,1+(J37-J38)/(C38)*(1-R$5),"""")","=IF(D38>0,1+(I37-I38)/(D38)*(1-S$5),"""")","=IF(C38>0,C38*R38,"""")","=IF(D38>0,D38*S38,"""")","=IF(C38>0,(J37-J38)*R$5,"""")","=IF(D38>0,(I37-I38)*S$5,"""")","=IF(R39>0,X39,P38)","=IF(S39>0,Y39,Q38)",,
AG,,,=C39+E38,=D39+F38,=E39-F39,=F39-E39,"=IFS(AND(C39>0,G38=0),I38+C39,AND(C39>0,G38>0),I38+C39,AND(C39>0,G38<0),I38+C39*M38/H38,AND(C39=0,G38=0),O39/(J38+D39),AND(C39=0,G38>0),O39/(J38+D39*N38/G38),AND(C39=0,G38<0),O39/(J38+D39))","=IFS(AND(D39>0,H38=0),J38+D39,AND(D39>0,H38>0),J38+D39,AND(D39>0,H38<0),J38+D39*N38/G38,AND(D39=0,H38=0),O39/(I38+C39),AND(D39=0,H38>0),O39/(I38+C39*M38/H38),AND(D39=0,H38<0),O39/(I38+C39))","=IF(I39>=$I$8,0,I38-I39)","=IF(J39>=$J$8,0,J38-J39)","=IF(I39>=$I$8,0,I$8-I39)","=IF(J39>=$J$8,0,J$8-J39)",=O38,=(I38+J38)/I38,=(I38+J38)/J38,"=IF(C39>0,1+(J38-J39)/(C39)*(1-R$5),"""")","=IF(D39>0,1+(I38-I39)/(D39)*(1-S$5),"""")","=IF(C39>0,C39*R39,"""")","=IF(D39>0,D39*S39,"""")","=IF(C39>0,(J38-J39)*R$5,"""")","=IF(D39>0,(I38-I39)*S$5,"""")","=IF(R40>0,X40,P39)","=IF(S40>0,Y40,Q39)",,
AH,,,=C40+E39,=D40+F39,=E40-F40,=F40-E40,"=IFS(AND(C40>0,G39=0),I39+C40,AND(C40>0,G39>0),I39+C40,AND(C40>0,G39<0),I39+C40*M39/H39,AND(C40=0,G39=0),O40/(J39+D40),AND(C40=0,G39>0),O40/(J39+D40*N39/G39),AND(C40=0,G39<0),O40/(J39+D40))","=IFS(AND(D40>0,H39=0),J39+D40,AND(D40>0,H39>0),J39+D40,AND(D40>0,H39<0),J39+D40*N39/G39,AND(D40=0,H39=0),O40/(I39+C40),AND(D40=0,H39>0),O40/(I39+C40*M39/H39),AND(D40=0,H39<0),O40/(I39+C40))","=IF(I40>=$I$8,0,I39-I40)","=IF(J40>=$J$8,0,J39-J40)","=IF(I40>=$I$8,0,I$8-I40)","=IF(J40>=$J$8,0,J$8-J40)",=O39,=(I39+J39)/I39,=(I39+J39)/J39,"=IF(C40>0,1+(J39-J40)/(C40)*(1-R$5),"""")","=IF(D40>0,1+(I39-I40)/(D40)*(1-S$5),"""")","=IF(C40>0,C40*R40,"""")","=IF(D40>0,D40*S40,"""")","=IF(C40>0,(J39-J40)*R$5,"""")","=IF(D40>0,(I39-I40)*S$5,"""")","=IF(R41>0,X41,P40)","=IF(S41>0,Y41,Q40)",,
AI,,,=C41+E40,=D41+F40,=E41-F41,=F41-E41,"=IFS(AND(C41>0,G40=0),I40+C41,AND(C41>0,G40>0),I40+C41,AND(C41>0,G40<0),I40+C41*M40/H40,AND(C41=0,G40=0),O41/(J40+D41),AND(C41=0,G40>0),O41/(J40+D41*N40/G40),AND(C41=0,G40<0),O41/(J40+D41))","=IFS(AND(D41>0,H40=0),J40+D41,AND(D41>0,H40>0),J40+D41,AND(D41>0,H40<0),J40+D41*N40/G40,AND(D41=0,H40=0),O41/(I40+C41),AND(D41=0,H40>0),O41/(I40+C41*M40/H40),AND(D41=0,H40<0),O41/(I40+C41))","=IF(I41>=$I$8,0,I40-I41)","=IF(J41>=$J$8,0,J40-J41)","=IF(I41>=$I$8,0,I$8-I41)","=IF(J41>=$J$8,0,J$8-J41)",=O40,=(I40+J40)/I40,=(I40+J40)/J40,"=IF(C41>0,1+(J40-J41)/(C41)*(1-R$5),"""")","=IF(D41>0,1+(I40-I41)/(D41)*(1-S$5),"""")","=IF(C41>0,C41*R41,"""")","=IF(D41>0,D41*S41,"""")","=IF(C41>0,(J40-J41)*R$5,"""")","=IF(D41>0,(I40-I41)*S$5,"""")","=IF(R42>0,X42,P41)","=IF(S42>0,Y42,Q41)",,
AJ,,,=C42+E41,=D42+F41,=E42-F42,=F42-E42,"=IFS(AND(C42>0,G41=0),I41+C42,AND(C42>0,G41>0),I41+C42,AND(C42>0,G41<0),I41+C42*M41/H41,AND(C42=0,G41=0),O42/(J41+D42),AND(C42=0,G41>0),O42/(J41+D42*N41/G41),AND(C42=0,G41<0),O42/(J41+D42))","=IFS(AND(D42>0,H41=0),J41+D42,AND(D42>0,H41>0),J41+D42,AND(D42>0,H41<0),J41+D42*N41/G41,AND(D42=0,H41=0),O42/(I41+C42),AND(D42=0,H41>0),O42/(I41+C42*M41/H41),AND(D42=0,H41<0),O42/(I41+C42))","=IF(I42>=$I$8,0,I41-I42)","=IF(J42>=$J$8,0,J41-J42)","=IF(I42>=$I$8,0,I$8-I42)","=IF(J42>=$J$8,0,J$8-J42)",=O41,=(I41+J41)/I41,=(I41+J41)/J41,"=IF(C42>0,1+(J41-J42)/(C42)*(1-R$5),"""")","=IF(D42>0,1+(I41-I42)/(D42)*(1-S$5),"""")","=IF(C42>0,C42*R42,"""")","=IF(D42>0,D42*S42,"""")","=IF(C42>0,(J41-J42)*R$5,"""")","=IF(D42>0,(I41-I42)*S$5,"""")","=IF(R43>0,X43,P42)","=IF(S43>0,Y43,Q42)",,
AK,,,=C43+E42,=D43+F42,=E43-F43,=F43-E43,"=IFS(AND(C43>0,G42=0),I42+C43,AND(C43>0,G42>0),I42+C43,AND(C43>0,G42<0),I42+C43*M42/H42,AND(C43=0,G42=0),O43/(J42+D43),AND(C43=0,G42>0),O43/(J42+D43*N42/G42),AND(C43=0,G42<0),O43/(J42+D43))","=IFS(AND(D43>0,H42=0),J42+D43,AND(D43>0,H42>0),J42+D43,AND(D43>0,H42<0),J42+D43*N42/G42,AND(D43=0,H42=0),O43/(I42+C43),AND(D43=0,H42>0),O43/(I42+C43*M42/H42),AND(D43=0,H42<0),O43/(I42+C43))","=IF(I43>=$I$8,0,I42-I43)","=IF(J43>=$J$8,0,J42-J43)","=IF(I43>=$I$8,0,I$8-I43)","=IF(J43>=$J$8,0,J$8-J43)",=O42,=(I42+J42)/I42,=(I42+J42)/J42,"=IF(C43>0,1+(J42-J43)/(C43)*(1-R$5),"""")","=IF(D43>0,1+(I42-I43)/(D43)*(1-S$5),"""")","=IF(C43>0,C43*R43,"""")","=IF(D43>0,D43*S43,"""")","=IF(C43>0,(J42-J43)*R$5,"""")","=IF(D43>0,(I42-I43)*S$5,"""")","=IF(R44>0,X44,P43)","=IF(S44>0,Y44,Q43)",,
AL,,,=C44+E43,=D44+F43,=E44-F44,=F44-E44,"=IFS(AND(C44>0,G43=0),I43+C44,AND(C44>0,G43>0),I43+C44,AND(C44>0,G43<0),I43+C44*M43/H43,AND(C44=0,G43=0),O44/(J43+D44),AND(C44=0,G43>0),O44/(J43+D44*N43/G43),AND(C44=0,G43<0),O44/(J43+D44))","=IFS(AND(D44>0,H43=0),J43+D44,AND(D44>0,H43>0),J43+D44,AND(D44>0,H43<0),J43+D44*N43/G43,AND(D44=0,H43=0),O44/(I43+C44),AND(D44=0,H43>0),O44/(I43+C44*M43/H43),AND(D44=0,H43<0),O44/(I43+C44))","=IF(I44>=$I$8,0,I43-I44)","=IF(J44>=$J$8,0,J43-J44)","=IF(I44>=$I$8,0,I$8-I44)","=IF(J44>=$J$8,0,J$8-J44)",=O43,=(I43+J43)/I43,=(I43+J43)/J43,"=IF(C44>0,1+(J43-J44)/(C44)*(1-R$5),"""")","=IF(D44>0,1+(I43-I44)/(D44)*(1-S$5),"""")","=IF(C44>0,C44*R44,"""")","=IF(D44>0,D44*S44,"""")","=IF(C44>0,(J43-J44)*R$5,"""")","=IF(D44>0,(I43-I44)*S$5,"""")","=IF(R45>0,X45,P44)","=IF(S45>0,Y45,Q44)",,
AM,,,=C45+E44,=D45+F44,=E45-F45,=F45-E45,"=IFS(AND(C45>0,G44=0),I44+C45,AND(C45>0,G44>0),I44+C45,AND(C45>0,G44<0),I44+C45*M44/H44,AND(C45=0,G44=0),O45/(J44+D45),AND(C45=0,G44>0),O45/(J44+D45*N44/G44),AND(C45=0,G44<0),O45/(J44+D45))","=IFS(AND(D45>0,H44=0),J44+D45,AND(D45>0,H44>0),J44+D45,AND(D45>0,H44<0),J44+D45*N44/G44,AND(D45=0,H44=0),O45/(I44+C45),AND(D45=0,H44>0),O45/(I44+C45*M44/H44),AND(D45=0,H44<0),O45/(I44+C45))","=IF(I45>=$I$8,0,I44-I45)","=IF(J45>=$J$8,0,J44-J45)","=IF(I45>=$I$8,0,I$8-I45)","=IF(J45>=$J$8,0,J$8-J45)",=O44,=(I44+J44)/I44,=(I44+J44)/J44,"=IF(C45>0,1+(J44-J45)/(C45)*(1-R$5),"""")","=IF(D45>0,1+(I44-I45)/(D45)*(1-S$5),"""")","=IF(C45>0,C45*R45,"""")","=IF(D45>0,D45*S45,"""")","=IF(C45>0,(J44-J45)*R$5,"""")","=IF(D45>0,(I44-I45)*S$5,"""")","=IF(R46>0,X46,P45)","=IF(S46>0,Y46,Q45)",,
AN,,,=C46+E45,=D46+F45,=E46-F46,=F46-E46,"=IFS(AND(C46>0,G45=0),I45+C46,AND(C46>0,G45>0),I45+C46,AND(C46>0,G45<0),I45+C46*M45/H45,AND(C46=0,G45=0),O46/(J45+D46),AND(C46=0,G45>0),O46/(J45+D46*N45/G45),AND(C46=0,G45<0),O46/(J45+D46))","=IFS(AND(D46>0,H45=0),J45+D46,AND(D46>0,H45>0),J45+D46,AND(D46>0,H45<0),J45+D46*N45/G45,AND(D46=0,H45=0),O46/(I45+C46),AND(D46=0,H45>0),O46/(I45+C46*M45/H45),AND(D46=0,H45<0),O46/(I45+C46))","=IF(I46>=$I$8,0,I45-I46)","=IF(J46>=$J$8,0,J45-J46)","=IF(I46>=$I$8,0,I$8-I46)","=IF(J46>=$J$8,0,J$8-J46)",=O45,=(I45+J45)/I45,=(I45+J45)/J45,"=IF(C46>0,1+(J45-J46)/(C46)*(1-R$5),"""")","=IF(D46>0,1+(I45-I46)/(D46)*(1-S$5),"""")","=IF(C46>0,C46*R46,"""")","=IF(D46>0,D46*S46,"""")","=IF(C46>0,(J45-J46)*R$5,"""")","=IF(D46>0,(I45-I46)*S$5,"""")","=IF(R47>0,X47,P46)","=IF(S47>0,Y47,Q46)",,
AO,,,=C47+E46,=D47+F46,=E47-F47,=F47-E47,"=IFS(AND(C47>0,G46=0),I46+C47,AND(C47>0,G46>0),I46+C47,AND(C47>0,G46<0),I46+C47*M46/H46,AND(C47=0,G46=0),O47/(J46+D47),AND(C47=0,G46>0),O47/(J46+D47*N46/G46),AND(C47=0,G46<0),O47/(J46+D47))","=IFS(AND(D47>0,H46=0),J46+D47,AND(D47>0,H46>0),J46+D47,AND(D47>0,H46<0),J46+D47*N46/G46,AND(D47=0,H46=0),O47/(I46+C47),AND(D47=0,H46>0),O47/(I46+C47*M46/H46),AND(D47=0,H46<0),O47/(I46+C47))","=IF(I47>=$I$8,0,I46-I47)","=IF(J47>=$J$8,0,J46-J47)","=IF(I47>=$I$8,0,I$8-I47)","=IF(J47>=$J$8,0,J$8-J47)",=O46,=(I46+J46)/I46,=(I46+J46)/J46,"=IF(C47>0,1+(J46-J47)/(C47)*(1-R$5),"""")","=IF(D47>0,1+(I46-I47)/(D47)*(1-S$5),"""")","=IF(C47>0,C47*R47,"""")","=IF(D47>0,D47*S47,"""")","=IF(C47>0,(J46-J47)*R$5,"""")","=IF(D47>0,(I46-I47)*S$5,"""")","=IF(R48>0,X48,P47)","=IF(S48>0,Y48,Q47)",,
AP,,,=C48+E47,=D48+F47,=E48-F48,=F48-E48,"=IFS(AND(C48>0,G47=0),I47+C48,AND(C48>0,G47>0),I47+C48,AND(C48>0,G47<0),I47+C48*M47/H47,AND(C48=0,G47=0),O48/(J47+D48),AND(C48=0,G47>0),O48/(J47+D48*N47/G47),AND(C48=0,G47<0),O48/(J47+D48))","=IFS(AND(D48>0,H47=0),J47+D48,AND(D48>0,H47>0),J47+D48,AND(D48>0,H47<0),J47+D48*N47/G47,AND(D48=0,H47=0),O48/(I47+C48),AND(D48=0,H47>0),O48/(I47+C48*M47/H47),AND(D48=0,H47<0),O48/(I47+C48))","=IF(I48>=$I$8,0,I47-I48)","=IF(J48>=$J$8,0,J47-J48)","=IF(I48>=$I$8,0,I$8-I48)","=IF(J48>=$J$8,0,J$8-J48)",=O47,=(I47+J47)/I47,=(I47+J47)/J47,"=IF(C48>0,1+(J47-J48)/(C48)*(1-R$5),"""")","=IF(D48>0,1+(I47-I48)/(D48)*(1-S$5),"""")","=IF(C48>0,C48*R48,"""")","=IF(D48>0,D48*S48,"""")","=IF(C48>0,(J47-J48)*R$5,"""")","=IF(D48>0,(I47-I48)*S$5,"""")","=IF(R49>0,X49,P48)","=IF(S49>0,Y49,Q48)",,
,,,,,,,,,,,,,,,,,,,,,,,,,
,=SUM(C9:C48),=SUM(D9:D48),,,,,,,,,,,,,,,,=SUM(T9:T48),=SUM(U9:U48),=SUM(V9:V48),=SUM(W9:W48),,,,
,,=D50+C50,,,,,,,,,,,,,,,,=D51-T50,=D51-U50,,,,,,
